date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2009-09-30,3.4077776766961083,3.488041708618324,3.332100260861741,3.446763038635254,3.446763038635254,87595600,0.0,0.0
2009-10-01,3.435296737083626,3.435296737083626,3.1990914747338843,3.2013847827911377,3.2013847827911377,99996000,0.0,0.0
2009-10-02,3.169278981172139,3.244956393985809,3.1509329549568177,3.176158905029297,3.176158905029297,61247600,0.0,0.0
2009-10-05,3.210558109183531,3.2220244318852838,3.105068333990853,3.1601064205169678,3.1601064205169678,75427600,0.0,0.0
2009-10-06,3.199091418117755,3.267889127704545,3.176158994056752,3.212851047515869,3.212851047515869,76127200,0.0,0.0
2009-10-07,3.1899184778232272,3.224317442755531,3.1532264235236194,3.1876251697540283,3.1876251697540283,45960800,0.0,0.0
2009-10-08,3.2059708046838993,3.215144035838439,3.0936013474632067,3.208264112472534,3.208264112472534,124152400,0.0,0.0
2009-10-09,3.189917790015131,3.2541288711942915,3.1853313935675436,3.249542474746704,3.249542474746704,61854000,0.0,0.0
2009-10-12,3.194505020786311,3.274768833052657,3.1922117127696437,3.212851047515869,3.212851047515869,49900800,0.0,0.0
2009-10-13,3.2311971314297487,3.267889185538226,3.1715724341525267,3.2013847827911377,3.2013847827911377,60212400,0.0,0.0
2009-10-14,3.325220243017294,3.325220243017294,3.180745130352318,3.1967978477478027,3.1967978477478027,110194800,0.0,0.0
2009-10-15,3.192211417703646,3.222023763059003,3.082135048799105,3.1027743816375732,3.1027743816375732,109219600,0.0,0.0
2009-10-16,3.0637896007368037,3.072962614981151,2.97664585606455,3.031684160232544,3.031684160232544,101883200,0.0,0.0
2009-10-19,3.05690944838984,3.1669858219516716,3.0316837175765703,3.1417598724365234,3.1417598724365234,69558800,0.0,0.0
2009-10-20,3.194504659481366,3.2174370809486663,3.118827253105733,3.1440529823303223,3.1440529823303223,66018000,0.0,0.0
2009-10-21,3.132587160811073,3.18074553786945,3.052323344848378,3.068376064300537,3.068376064300537,50395600,0.0,0.0
2009-10-22,3.052323427711227,3.1050682037441506,2.999578432976398,3.089015483856201,3.089015483856201,37932800,0.0,0.0
2009-10-23,3.1302944804046633,3.1302944804046633,2.9972856444668587,3.015631675720215,3.015631675720215,42952800,0.0,0.0
2009-10-26,3.0385632284257262,3.084428290020081,2.9605925143643903,2.9766452312469482,2.9766452312469482,48165200,0.0,0.0
2009-10-27,2.962885435199795,3.006457183348982,2.845929379380947,2.875741720199585,2.875741720199585,59183600,0.0,0.0
2009-10-28,2.811531654969092,2.8757427559425537,2.742733937432282,2.75649356842041,2.75649356842041,77363200,0.0,0.0
2009-10-29,2.8000655233229943,2.8917956738299346,2.774839786609068,2.8780362606048584,2.8780362606048584,63710000,0.0,0.0
2009-10-30,2.864275954014715,2.8757422748027412,2.728973849860135,2.7427334785461426,2.7427334785461426,60414400,0.0,0.0
2009-11-02,2.7381465364553352,2.827583565501806,2.6899881698459818,2.767958879470825,2.767958879470825,59313600,0.0,0.0
2009-11-03,2.6785216381903987,2.7679584341459162,2.651002607227023,2.7541990280151367,2.7541990280151367,87647200,0.0,0.0
2009-11-04,2.774838953929718,2.804651079871942,2.7358535969875915,2.7473196983337402,2.7473196983337402,91684000,0.0,0.0
2009-11-05,2.7794261602991215,2.84134417537231,2.770253145329234,2.8138251304626465,2.8138251304626465,95515600,0.0,0.0
2009-11-06,2.990404559322968,3.0798415844933387,2.953712513725434,3.017923593521118,3.017923593521118,164111200,0.0,0.0
2009-11-09,3.059202621206831,3.1302934134059357,3.056909313406377,3.086721658706665,3.086721658706665,81812400,0.0,0.0
2009-11-10,3.098187746995695,3.098187746995695,2.972058670540373,3.0110440254211426,3.0110440254211426,78147200,0.0,0.0
2009-11-11,3.0614951266788584,3.1692779406310163,3.056908512279969,3.0958938598632812,3.0958938598632812,87151200,0.0,0.0
2009-11-12,3.1234137087064444,3.176158694607529,3.0775486462067203,3.086721658706665,3.086721658706665,50586400,0.0,0.0
2009-11-13,3.0844289501100364,3.125707623729821,3.0706695380380493,3.1096549034118652,3.1096549034118652,38852400,0.0,0.0
2009-11-16,3.1371736567433057,3.1899184293215512,3.1211207192048858,3.153226375579834,3.153226375579834,40282000,0.0,0.0
2009-11-17,3.1555186471239107,3.1555186471239107,3.0890142668862066,3.1486387252807617,3.1486387252807617,35012400,0.0,0.0
2009-11-18,3.118827536483868,3.130293638908401,3.0477365204615854,3.1004815101623535,3.1004815101623535,45551600,0.0,0.0
2009-11-19,3.033976612915358,3.033976612915358,2.9216071573337223,2.9766452312469482,2.9766452312469482,83384000,0.0,0.0
2009-11-20,2.9078479367481633,2.97205902714364,2.900968013036524,2.958299398422241,2.958299398422241,42674800,0.0,0.0
2009-11-23,3.0018717409645364,3.0569098251783964,2.9674727743044444,2.9812324047088623,2.9812324047088623,39092400,0.0,0.0
2009-11-24,2.967471775915061,2.9881111052267473,2.914727017631269,2.9628853797912598,2.9628853797912598,41850400,0.0,0.0
2009-11-25,2.9972846508026123,3.038563316788871,2.9766453178094827,2.9972846508026123,2.9972846508026123,44176000,0.0,0.0
2009-11-27,2.8895017661786975,2.967472262687962,2.8734488303575496,2.9330735206604004,2.9330735206604004,27993200,0.0,0.0
2009-11-30,2.944539862686869,2.9972846300129117,2.9124342095089277,2.9949915409088135,2.9949915409088135,50983600,0.0,0.0
2009-12-01,3.011044220171753,3.089014934976341,2.994991503136173,3.0546159744262695,3.0546159744262695,46193600,0.0,0.0
2009-12-02,3.0614961428350127,3.153226274241278,3.0431501165537598,3.1463465690612793,3.1463465690612793,60229200,0.0,0.0
2009-12-03,3.183038529172757,3.2403699143119598,3.1669858113183813,3.171572208404541,3.171572208404541,66003600,0.0,0.0
2009-12-04,3.231197246009931,3.2839420209857546,3.1807455604707813,3.2701826095581055,3.2701826095581055,82456400,0.0,0.0
2009-12-07,3.6348108089137527,3.7724062549345754,3.4628166107386904,3.6898488998413086,3.6898488998413086,273218400,0.0,0.0
2009-12-08,3.630223091209203,3.6462758081866635,3.4903345978439426,3.5109739303588867,3.5109739303588867,107551200,0.0,0.0
2009-12-09,3.5476665992777154,3.6256373274137825,3.5132676328460897,3.5981180667877197,3.5981180667877197,67158800,0.0,0.0
2009-12-10,3.623343252749889,3.646275673484531,3.5224399016715204,3.5339062213897705,3.5339062213897705,41701200,0.0,0.0
2009-12-11,3.56371905365903,3.568305669655765,3.4788686260364203,3.488041639328003,3.488041639328003,41674400,0.0,0.0
2009-12-14,3.538493525660906,3.604997930532151,3.4995081622499793,3.593531608581543,3.593531608581543,40548800,0.0,0.0
2009-12-15,3.568305321255137,3.648569125044249,3.5591323088591853,3.588944435119629,3.588944435119629,44615200,0.0,0.0
2009-12-16,3.7173665955530435,3.9191733049560127,3.696727700463205,3.877894639968872,3.877894639968872,168340000,0.0,0.0
2009-12-17,3.889361655562327,4.008611063019696,3.8022181269766095,3.8595495223999023,3.8595495223999023,101613200,0.0,0.0
2009-12-18,3.891654201869614,3.9054140490077436,3.8113906139159344,3.857255458831787,3.857255458831787,81282800,0.0,0.0
2009-12-21,3.880188105392293,4.010903591560223,3.8756014896731994,3.9948508739471436,3.9948508739471436,42779200,0.0,0.0
2009-12-22,3.9948508303968677,4.141619032577868,3.9902642147277754,4.100340366363525,4.100340366363525,79304400,0.0,0.0
2009-12-23,4.139325427612898,4.16913798991824,4.086580663415712,4.1576714515686035,4.1576714515686035,44219600,0.0,0.0
2009-12-24,4.169140262216694,4.176019751572277,4.132448194307078,4.148500919342041,4.148500919342041,13681200,0.0,0.0
2009-12-28,4.141617776430221,4.178309815846819,4.040714886736379,4.081993103027344,4.081993103027344,46576000,0.0,0.0
2009-12-29,4.068234511695106,4.143911912811166,4.059061718707186,4.132445812225342,4.132445812225342,47584800,0.0,0.0
2009-12-30,4.171432740760111,4.306734878269702,4.141620168140648,4.281508922576904,4.281508922576904,70400800,0.0,0.0
2009-12-31,4.2906800873291715,4.3457185947109105,4.2792139867768,4.2838006019592285,4.2838006019592285,70034000,0.0,0.0
2010-01-04,4.244815745511566,4.270041694569504,4.1530856181241775,4.24022912979126,4.24022912979126,80020400,0.0,0.0
2010-01-05,4.22417807072562,4.348013681969604,4.22417807072562,4.302148818969727,4.302148818969727,72864800,0.0,0.0
2010-01-06,4.299853535469866,4.338838891687609,4.258574871544761,4.329665660858154,4.329665660858154,64916800,0.0,0.0
2010-01-07,4.306734311401696,4.325080339289724,4.212710863800076,4.244816303253174,4.244816303253174,54779200,0.0,0.0
2010-01-08,4.2104176755677525,4.2838017892101306,4.185191722476753,4.253989219665527,4.253989219665527,47816800,0.0,0.0
2010-01-11,4.276922907519438,4.295268940403979,4.134741262015227,4.194365978240967,4.194365978240967,55661200,0.0,0.0
2010-01-12,4.13244573555638,4.148498451040189,3.965038220648525,4.052181720733643,4.052181720733643,62743200,0.0,0.0
2010-01-13,4.079701354458828,4.120979582093706,3.921466617612063,4.10722017288208,4.10722017288208,50886800,0.0,0.0
2010-01-14,4.056769607641462,4.086581740399825,3.974212259381641,4.0430097579956055,4.0430097579956055,60852400,0.0,0.0
2010-01-15,4.013196021979879,4.04759475754469,3.8710140276006983,3.9237592220306396,3.9237592220306396,81819200,0.0,0.0
2010-01-19,3.8939480190806286,4.02237065141256,3.882481915702759,3.9971446990966797,3.9971446990966797,54532800,0.0,0.0
